index,fen,target_y,teacher_pred,teacher_abs_err,search_static_score,proxy_final_score,proxy_abs_final_score,proxy_vol_range,proxy_vol_std,proxy_static_gap,proxy_sign_flips,proxy_best_move_changes,search_score_d1,best_move_d1,search_score_d2,best_move_d2,search_score_d3,best_move_d3,search_score_d4,best_move_d4
43098,2k1r3/5pp1/p1q1p1p1/3n4/6P1/7P/5PB1/1R1Q2K1 b - - 0 1,-0.0,-0.47509765625,0.47509765625,0.05128205128205128,0.05128205128205128,0.05128205128205128,0.0,0.0,0.0,0,1,0.05128205128205128,e8f8,0.05128205128205128,e8f8,0.05128205128205128,c8d8,0.05128205128205128,c8d8
44216,r1bqr1k1/pp3pbp/3p4/2pP2pn/P1B1P3/2N5/1PQ2PPP/R1B2RK1 w - - 0 1,0.08148559182882309,0.09490966796875,0.01342407613992691,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,f2f3,0.0,f2f3,0.0,f2f3,0.0,f2f3
45183,4kb1r/pp4pp/2p2p2/8/P2NnB1P/6P1/1PKRP3/8 w k - 0 1,-0.1358221024274826,0.018585205078125,0.1544073075056076,-0.02564102564102564,-0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,-0.02564102564102564,d2d3,-0.02564102564102564,d2d3,-0.02564102564102564,d2d3,-0.02564102564102564,d2d3
45672,2rr4/1p2nkp1/4p2p/NBnb1p2/5P2/P3P1P1/1B1RK2P/2R5 b - - 0 1,0.17808087170124054,0.014068603515625,0.16401226818561554,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,b7b6,-0.0,b7b6,-0.0,b7b6,-0.0,b7b6
45777,r5k1/p4ppp/4p3/4n1P1/4b3/8/PPP1Q1PP/1KNq1B1R b - - 0 1,0.02666034735739231,0.346923828125,0.3202634807676077,-0.02564102564102564,-0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,-0.02564102564102564,d1e2,-0.02564102564102564,d1e2,-0.02564102564102564,d1e2,-0.02564102564102564,d1e2
45898,r2q1rk1/1p2bpp1/p6p/3n4/P2Q4/5NP1/1P3PBP/R3R1K1 b - - 0 1,-0.07320215553045273,-0.11041259765625,0.03721044212579727,-0.0,-0.0,0.0,0.0,0.0,0.0,0,1,-0.0,g8h8,-0.0,g8h8,-0.0,a8b8,-0.0,a8b8
46090,1r4k1/5p1p/6p1/p7/7P/P1b1B3/4bPBP/5RK1 w - - 0 1,-0.05328282341361046,-0.1929931640625,0.13971034064888954,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,f1c1,0.0,f1c1,0.0,f1c1,0.0,f1c1
46152,3q1rk1/p4pbp/4pnp1/1N1p1b2/8/4B1P1/PP1QPPBP/2R3K1 b - - 0 1,-0.06988588720560074,-0.0673828125,0.0025030747056007385,-0.0,-0.0,0.0,0.0,0.0,0.0,0,0,-0.0,f6e4,-0.0,f6e4,-0.0,f6e4,-0.0,f6e4
47146,3qr1k1/Rpp5/4pb1B/1PPpNb1p/3P4/5pP1/3Q1K1P/8 b - - 0 1,-0.0,-0.3134765625,0.3134765625,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0,0,0.02564102564102564,f6e5,0.02564102564102564,f6e5,0.02564102564102564,f6e5,0.02564102564102564,f6e5
13254,r3r3/p1q2pkp/1pn3p1/2p1p3/2P2P2/P2PR1P1/1P4BP/3QR1K1 b - - 0 1,-0.028325753286480904,-0.014495849609375,0.013829903677105904,-0.0,-0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0,0,-0.02564102564102564,h7h6,-0.02564102564102564,h7h6,-0.02564102564102564,h7h6,-0.02564102564102564,h7h6
13708,rn2kb1r/5ppp/pQbp1q2/8/1p2p3/1N6/PPP2PBP/R1B1K2R w KQkq - 0 1,-0.125993549823761,-0.1156005859375,0.010392963886260986,-0.05128205128205128,-0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0,0,-0.02564102564102564,b6b4,-0.02564102564102564,b6b4,-0.02564102564102564,b6b4,-0.02564102564102564,b6b4
20321,3rr1k1/1pR2p1p/pN4p1/3P1b2/8/bP2R1P1/5PBP/6K1 w - - 0 1,0.07485969364643097,0.159423828125,0.08456413447856903,0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0,0,0.02564102564102564,e3e8,0.02564102564102564,e3e8,0.02564102564102564,e3e8,0.02564102564102564,e3e8
23405,r3q2k/p1p3pp/1p1p1nr1/3Q1p2/1P2n3/P3PN2/1B3PPP/R2R2K1 w - - 0 1,-0.06158861890435219,-0.1539306640625,0.09234204515814781,-0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0,0,0.0,d5f5,0.0,d5f5,0.0,d5f5,0.0,d5f5
39697,r1bqr1k1/1pp2pb1/p4npp/4P3/B3p3/2P3N1/PP3PPP/R1BQR1K1 b - - 0 1,-0.0,0.04388427734375,0.04388427734375,-0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0,0,0.02564102564102564,d8d1,0.02564102564102564,d8d1,0.02564102564102564,d8d1,0.02564102564102564,d8d1
40357,6k1/2p2pp1/p1p3b1/2P1r1Pp/1P1N3P/3p1P2/P7/3R2K1 w - - 0 1,0.04164256900548935,-0.22802734375,0.26966991275548935,-0.02564102564102564,0.0,0.0,0.0,0.0,0.02564102564102564,0,0,0.0,d4c6,0.0,d4c6,0.0,d4c6,0.0,d4c6
40994,2k3r1/pp3p1p/8/4P3/3N1b2/2P5/PP2K2P/5R2 b - - 0 1,-0.003333321074023843,-0.16748046875,0.16414714767597616,-0.02564102564102564,-0.0,0.0,0.0,0.0,0.02564102564102564,0,0,-0.0,f4h2,-0.0,f4h2,-0.0,f4h2,-0.0,f4h2
41632,2rq1rk1/1b2bpp1/pp3n1p/2nPP3/2p4B/2N5/PP2N1PP/1BRQ1RK1 b - - 0 1,0.14399226009845734,-0.24658203125,0.39057429134845734,-0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0,0,0.02564102564102564,f6d5,0.02564102564102564,f6d5,0.02564102564102564,f6d5,0.02564102564102564,f6d5
43067,r1bqk2r/5p1p/pp2pnp1/2p2P2/P7/1B1P1RQ1/1PP3PP/R1B3K1 b kq - 0 1,-0.12271177023649216,-0.33642578125,0.21371401101350784,-0.0,0.02564102564102564,0.02564102564102564,0.0,0.0,0.02564102564102564,0,0,0.02564102564102564,e6f5,0.02564102564102564,e6f5,0.02564102564102564,e6f5,0.02564102564102564,e6f5
36157,r3r1k1/pp1n2bp/3p2p1/2pP1p1P/2P4q/2NB3P/PPQ2PK1/R1B2R2 b - - 0 1,-0.10461582243442535,0.0262451171875,0.13086093962192535,-0.07692307692307693,-0.05128205128205128,0.05128205128205128,0.0,0.0,0.025641025641025647,0,0,-0.05128205128205128,g7c3,-0.05128205128205128,g7c3,-0.05128205128205128,g7c3,-0.05128205128205128,g7c3
28828,r2q1rk1/5ppp/bpp5/p7/N3P3/1P1n2P1/PB3KBP/R2QR3 w - - 0 1,-0.04663281887769699,-0.658203125,0.611570306122303,0.05128205128205128,0.0,0.0,0.0,0.0,0.05128205128205128,0,0,0.0,f2f3,0.0,f2f3,0.0,f2f3,0.0,f2f3
10589,Qn1q1rk1/p4ppp/2p5/8/2PPp3/5b2/PP1b1PPP/R1B2RK1 w - - 0 1,0.0,-0.316162109375,0.316162109375,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0,0,0.07692307692307693,g2f3,0.07692307692307693,g2f3,0.07692307692307693,g2f3,0.07692307692307693,g2f3
25704,r1b1k2r/pp1nqppp/2n1p3/8/3N4/1P4P1/P1Q1PPBP/RNR3K1 b kq - 0 1,-0.16676117479801178,-0.13525390625,0.03150726854801178,-0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.07692307692307693,0,0,0.07692307692307693,c6d4,0.07692307692307693,c6d4,0.07692307692307693,c6d4,0.07692307692307693,c6d4
29434,rnbq2k1/pp3rp1/4p1np/2bpP3/8/P2B4/1PP2PPP/RNBQ1RK1 w - - 0 1,0.15051434934139252,-0.1993408203125,0.3498551696538925,-0.05128205128205128,0.02564102564102564,0.02564102564102564,0.0,0.0,0.07692307692307693,0,0,0.02564102564102564,d3g6,0.02564102564102564,d3g6,0.02564102564102564,d3g6,0.02564102564102564,d3g6
49821,3r2k1/1pp2rp1/1pqp3p/3npP2/1PP1P1P1/P2Q3P/7K/R4R2 w - - 0 1,0.17969420552253723,0.08721923828125,0.09247496724128723,-0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0,0,0.0,c4d5,0.0,c4d5,0.0,c4d5,0.0,c4d5
3881,2br2k1/4n1bp/6p1/2N2n2/1p4N1/3PP1P1/3B2BP/5RK1 w - - 0 1,0.08975778520107269,0.160400390625,0.07064260542392731,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.011102889792108188,0.0,0,0,0.05128205128205128,d2b4,0.02564102564102564,d2b4,0.02564102564102564,d2b4,0.02564102564102564,d2b4
11514,8/5k2/p3p1p1/1p2K2p/3B2P1/bP3P1P/P7/8 b - - 0 1,-0.03498571366071701,-0.1085205078125,0.07353479415178299,-0.0,-0.0,0.0,0.02564102564102564,0.011102889792108188,0.0,2,0,-0.0,h5g4,-0.0,h5g4,-0.02564102564102564,h5g4,-0.0,h5g4
21336,2r1r1k1/1pq3p1/p2bp2p/2np3n/8/2N1PP1P/PP1QNBP1/R2R3K w - - 0 1,0.198976531624794,0.11163330078125,0.087343230843544,0.0,0.0,0.0,0.02564102564102564,0.01282051282051282,0.0,1,1,0.02564102564102564,c3d5,0.02564102564102564,c3d5,0.0,a1b1,0.0,a1b1
30676,r3k1nr/1p1b1p2/p1n5/2p1p1qp/4P1P1/2P2N2/PP3PP1/RN1QRBK1 b kq - 0 1,-0.17969420552253723,-0.0679931640625,0.11170104146003723,-0.02564102564102564,-0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.0,1,0,-0.0,g5g4,-0.0,g5g4,-0.02564102564102564,g5g4,-0.02564102564102564,g5g4
41525,1r2r1k1/p4pb1/1np1p1p1/q1NpP2p/5P2/1P6/P1P1QBPP/4RRK1 b - - 0 1,-0.0,-0.1668701171875,0.1668701171875,-0.0,-0.0,0.0,0.02564102564102564,0.01282051282051282,0.0,1,0,0.02564102564102564,a5a2,0.02564102564102564,a5a2,-0.0,a5a2,-0.0,a5a2
43022,r4rk1/5ppp/p2Rbn2/2p3P1/1p2P3/4QP2/qPP1B2P/1NK4R b - - 0 1,-0.0,-0.00421905517578125,0.00421905517578125,-0.0,-0.0,0.0,0.02564102564102564,0.01282051282051282,0.0,3,3,-0.02564102564102564,f6d5,-0.0,g8h8,-0.02564102564102564,a2a1,-0.0,f6d7
45743,R7/2k2ppp/8/pP1r4/6PP/5PK1/8/8 b - - 0 1,0.023329099640250206,0.1953125,0.1719834003597498,-0.0,-0.0,0.0,0.02564102564102564,0.011102889792108188,0.0,2,0,-0.0,d5b5,0.02564102564102564,d5b5,-0.0,d5b5,-0.0,d5b5
8750,8/8/3p4/8/4k1B1/6b1/5p2/5K2 w - - 0 1,0.0,-0.06060791015625,0.06060791015625,-0.05128205128205128,-0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0,1,-0.05128205128205128,f1g2,-0.02564102564102564,g4h5,-0.05128205128205128,g4h5,-0.02564102564102564,g4h5
10552,1r2k2r/4bppp/4pn2/RP1p1b2/1ppP4/2P1P3/1P1NBPPP/4K1NR w Kk - 0 1,-0.0582672581076622,-0.029632568359375,0.0286346897482872,0.02564102564102564,0.0,0.0,0.02564102564102564,0.01282051282051282,0.02564102564102564,1,0,0.02564102564102564,c3b4,0.02564102564102564,c3b4,0.0,c3b4,0.0,c3b4
11976,4k1nr/pp1bppbp/6p1/8/3P4/1RN1B3/P1r1BPPP/R5K1 b k - 0 1,-0.04330623149871826,-0.051177978515625,0.007871747016906738,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.02564102564102564,0.01282051282051282,0.02564102564102564,0,1,0.02564102564102564,a7a6,0.05128205128205128,d7e6,0.02564102564102564,d7e6,0.05128205128205128,d7e6
25412,8/1p1Q3p/p2R4/P7/1q2pp2/5k2/K7/8 b - - 0 1,-0.0,0.101318359375,0.101318359375,-0.02564102564102564,-0.0,0.0,0.02564102564102564,0.011102889792108188,0.02564102564102564,1,0,-0.02564102564102564,b4a5,-0.0,b4a5,-0.0,b4a5,-0.0,b4a5
29036,3kb3/2r2pp1/1p2p2r/p2pP1pP/3P2P1/3BPR2/PP1K4/2R5 w - - 0 1,0.0996679961681366,0.274658203125,0.1749902069568634,0.0,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.02564102564102564,0,0,0.05128205128205128,c1c7,0.05128205128205128,c1c7,0.02564102564102564,c1c7,0.02564102564102564,c1c7
10075,r2q1rk1/6pp/p1pN2n1/3pp3/4P3/4BP2/PP2QP1P/2RR2K1 b - - 0 1,0.011666137725114822,-0.0019254684448242188,0.013591606169939041,-0.07692307692307693,-0.02564102564102564,0.02564102564102564,0.02564102564102564,0.011102889792108188,0.05128205128205129,0,0,-0.05128205128205128,d8d6,-0.02564102564102564,d8d6,-0.02564102564102564,d8d6,-0.02564102564102564,d8d6
38082,1k2N3/1p3p2/7b/5r1p/2pp4/4nB2/PP5P/3RK2R w - - 0 1,-0.00999966636300087,0.20068359375,0.21068326011300087,0.07692307692307693,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.01282051282051282,0.05128205128205129,0,0,0.05128205128205128,f3e4,0.05128205128205128,f3e4,0.02564102564102564,f3e4,0.02564102564102564,f3e4
33808,r1bqk2r/pp1p1ppp/2p2n2/8/4P3/2bN4/PPPP1PPP/R1BQK2R w KQkq - 0 1,0.19096001982688904,0.09521484375,0.09574517607688904,-0.05128205128205128,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.011102889792108188,0.07692307692307693,1,1,0.0,b2c3,0.0,b2c3,0.0,b2c3,0.02564102564102564,d2c3
18588,1R6/K4pk1/P3p3/6p1/7p/5r1P/8/8 w - - 0 1,0.0,-0.018096923828125,0.018096923828125,-0.05128205128205128,-0.07692307692307693,0.07692307692307693,0.025641025641025647,0.012820512820512824,0.025641025641025647,0,0,-0.05128205128205128,b8b5,-0.05128205128205128,b8b5,-0.07692307692307693,b8b5,-0.07692307692307693,b8b5
27011,1k2r3/pbq3p1/8/2b3B1/3nN3/5P1P/PP4K1/R3QR2 b - - 0 1,0.11449570953845978,0.373046875,0.2585511654615402,-0.10256410256410256,-0.05128205128205128,0.05128205128205128,0.025641025641025647,0.011102889792108191,0.05128205128205128,0,1,-0.07692307692307693,d4f3,-0.05128205128205128,d4c2,-0.05128205128205128,d4c2,-0.05128205128205128,d4c2
42833,r2q1rk1/p3nppp/1p1bp3/8/2pPQ2B/2P2N2/PP3PPP/3RK2R b K - 0 1,-0.016665123403072357,-0.039459228515625,0.022794105112552643,-0.0,-0.0,0.0,0.05128205128205128,0.022205779584216375,0.0,2,2,-0.0,g8h8,0.05128205128205128,g7g5,-0.0,g8h8,-0.0,g8h8
8265,7k/2p3q1/p6p/1p6/8/5r1b/PP1Q2PP/4R1K1 w - - 0 1,-0.15214285254478455,-0.307861328125,0.15571847558021545,-0.07692307692307693,-0.02564102564102564,0.02564102564102564,0.07692307692307693,0.03330866937632456,0.05128205128205129,2,1,-0.07692307692307693,g1h1,0.0,e1e8,-0.07692307692307693,e1e8,-0.02564102564102564,e1e8
25570,r1bR2k1/p3qpbp/2p1nnp1/2p1p3/1P2P3/P1N1BN1P/2Q1BPP1/5RK1 b - - 0 1,-0.06490861624479294,-0.0694580078125,0.004549391567707062,-0.10256410256410256,-0.0,0.0,0.10256410256410256,0.042034862335269235,0.10256410256410256,3,0,-0.10256410256410256,e6d8,-0.0,e6d8,-0.02564102564102564,e6d8,-0.0,e6d8
